nquest,cliente,loja,a2,a3,c1a,c1b,c1c,c1d,c1e,c1f,c1g,c1h,c1i,c1j,c1k,c1l,c1m,c1n,c1o,c1p,c1q,c1r,c1s,c1t,c1u,c1v,c1w,c1x,c1_glo,c2a,c2b,c2c,c2d,c2e,c2f,c2_glo
89.0,Retalho alimentar,Lisboa,Ambos,Todos os meses,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,6.0,6.0,,2.0,4.0,6.0,3.0,6.0,4.0,,6.0,4.0,6.0,5.0,5.0
90.0,Retalho alimentar,Lisboa,Ambos,Todos os dias,7.0,7.0,7.0,,,,,,5.0,5.0,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0
91.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,,7.0,,7.0,7.0,,,,,7.0,,5.0,,,5.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
92.0,Retalho alimentar,Lisboa,Ambos,Todos os dias,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,,5.0,2.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
93.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,,5.0,5.0,,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
94.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,3.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0
95.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
96.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
97.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
98.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
99.0,Retalho alimentar,Lisboa,Ambos,Todos os dias,6.0,6.0,6.0,6.0,5.0,6.0,6.0,,3.0,3.0,5.0,4.0,6.0,4.0,5.0,3.0,5.0,6.0,7.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,,6.0,6.0,6.0,5.0,5.0
100.0,Retalho alimentar,Lisboa,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
101.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
102.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
103.0,Retalho alimentar,Lisboa,Ambos,Todos os meses,5.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,,6.0,5.0,5.0,6.0,6.0,5.0,5.0,,,5.0,5.0,5.0,5.0
104.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
105.0,Retalho alimentar,Lisboa,Só artigos não-alimentares,Todos os meses,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
106.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
107.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
108.0,Retalho alimentar,Lisboa,Ambos,Todos os dias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
109.0,Retalho alimentar,Lisboa,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
110.0,Retalho alimentar,Lisboa,Ambos,Todos os meses,7.0,7.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,4.0,2.0,4.0,,7.0,,4.0,4.0,3.0,3.0,,7.0,,6.0,7.0,7.0,7.0,
111.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
112.0,Retalho alimentar,Lisboa,Ambos,Todas as semanas,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,,4.0,6.0,3.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
113.0,Bar/noite,Lisboa,Ambos,Todos os meses,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
114.0,Bar/noite,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,6.0,,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,,6.0,6.0,1.0,3.0,,6.0,,2.0,7.0,7.0,7.0,
115.0,Bar/noite,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
116.0,Bar/noite,Lisboa,Ambos,Todas as semanas,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0
117.0,Bar/noite,Lisboa,Ambos,Todas as semanas,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0
118.0,Bar/noite,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
119.0,Bar/noite,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,4.0,4.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
120.0,Bar/noite,Lisboa,Só artigos alimentares,Todas as semanas,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,,5.0,,,,,,,,,6.0,,,6.0,,5.0,,5.0,,,5.0,5.0,5.0,5.0
121.0,Bar/noite,Lisboa,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,4.0,6.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0
122.0,Restaurante,Lisboa,Só artigos alimentares,Todos os meses,5.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0
123.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,6.0,5.0,,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
124.0,Restaurante,Lisboa,Ambos,Todos os dias,5.0,6.0,7.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
125.0,Restaurante,Lisboa,Ambos,Todos os dias,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
126.0,Cafe/snack,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,7.0,,7.0,7.0,4.0,,6.0,,,6.0,6.0,6.0,
127.0,Restaurante,Lisboa,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
128.0,Restaurante,Lisboa,Ambos,Todos os meses,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
129.0,Restaurante,Lisboa,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
130.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,1.0,2.0,4.0,6.0,4.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,,4.0,2.0,1.0,,2.0,,2.0,4.0,2.0,2.0,
131.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
132.0,Restaurante,Lisboa,Só artigos alimentares,Todos os meses,4.0,7.0,6.0,6.0,6.0,6.0,6.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0
133.0,Restaurante,Lisboa,Ambos,Todas as semanas,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,1.0,6.0,1.0,3.0,5.0,2.0,,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0
134.0,Restaurante,Lisboa,Ambos,Todos os meses,4.0,7.0,4.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,2.0,2.0,4.0,4.0,4.0,6.0,7.0,3.0,4.0,5.0,2.0,4.0,5.0,6.0,6.0,5.0
135.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
136.0,Restaurante,Lisboa,Só artigos alimentares,Todas as semanas,3.0,7.0,3.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,2.0,4.0,4.0,4.0,6.0,7.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0
137.0,Restaurante,Lisboa,Só artigos alimentares,Todas as semanas,4.0,7.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2.0,3.0,4.0,4.0,6.0,7.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0
138.0,Restaurante,Lisboa,Só artigos alimentares,Todas as semanas,4.0,7.0,4.0,6.0,6.0,6.0,4.0,6.0,3.0,2.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
139.0,Restaurante,Lisboa,Só artigos alimentares,Todos os meses,5.0,7.0,3.0,6.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,2.0,3.0,4.0,3.0,5.0,6.0,3.0,3.0,4.0,1.0,4.0,6.0,5.0,7.0,4.0
140.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,,2.0,1.0,1.0,2.0,1.0
141.0,Restaurante,Lisboa,Ambos,Todos os meses,3.0,7.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,6.0,3.0,4.0,3.0,2.0,5.0,5.0,6.0,6.0,3.0
142.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0
143.0,Restaurante,Lisboa,Ambos,Todos os meses,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,,4.0,5.0,2.0,3.0,5.0,3.0,,,5.0,5.0,5.0,5.0
144.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,,6.0,4.0,5.0,5.0,5.0
145.0,Restaurante,Lisboa,Só artigos alimentares,Todos os meses,4.0,7.0,3.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,6.0,5.0,7.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,7.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
146.0,Restaurante,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,4.0,3.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
147.0,Restaurante,Lisboa,Ambos,Todos os dias,4.0,7.0,7.0,4.0,6.0,2.0,2.0,6.0,4.0,4.0,6.0,6.0,3.0,7.0,7.0,2.0,1.0,1.0,,7.0,,6.0,6.0,2.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0
148.0,Restaurante,Lisboa,Ambos,Todas as semanas,5.0,7.0,7.0,6.0,6.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,6.0,5.0,6.0,3.0,1.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0
149.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
150.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,5.0,,6.0,6.0,6.0,6.0,6.0
151.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,
152.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
153.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,5.0,,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,2.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0
154.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,6.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
155.0,Restaurante,Lisboa,Ambos,Todas as semanas,1.0,7.0,7.0,7.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,1.0,,2.0,3.0,1.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0
156.0,Restaurante,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0
157.0,Restaurante,Lisboa,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
158.0,Retalho não-alimentar,Lisboa,Só artigos não-alimentares,Todos os meses,4.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,6.0,6.0,6.0,6.0
159.0,Cafe/snack,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
160.0,Hotel,Lisboa,Ambos,Todas as semanas,7.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0
161.0,Hotel,Lisboa,Ambos,Todos os dias,7.0,7.0,7.0,7.0,6.0,7.0,4.0,4.0,3.0,3.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,,6.0,,6.0,6.0,6.0,6.0,
162.0,Restaurante,Lisboa,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
163.0,Hotel,Lisboa,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
164.0,Hotel,Lisboa,Só artigos alimentares,Todas as semanas,5.0,6.0,1.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,,5.0,5.0,2.0,2.0,3.0,6.0,6.0,4.0,6.0,4.0,1.0,5.0,6.0,,3.0,2.0,6.0,5.0,5.0
165.0,Hotel,Lisboa,Ambos,Todos os dias,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
166.0,Hotel,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
167.0,Hotel,Lisboa,Ambos,Todas as semanas,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,,6.0,3.0,3.0,5.0,6.0,4.0,5.0,3.0,5.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
168.0,Hotel,Lisboa,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
169.0,Restaurante,Lisboa,Só artigos alimentares,Todas as semanas,3.0,6.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,7.0,5.0,2.0,1.0,2.0,3.0,5.0,6.0,6.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,6.0,4.0
170.0,Restaurante,Lisboa,Ambos,Todas as semanas,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,,,,,,,,5.0
171.0,Restaurante,Lisboa,Ambos,Todos os meses,4.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0
172.0,Restaurante,Lisboa,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
173.0,Restaurante,Lisboa,Ambos,Todos os dias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,,6.0,6.0,2.0,4.0,4.0
174.0,Restaurante,Lisboa,Ambos,Todos os meses,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,2.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
175.0,Restaurante,Lisboa,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
176.0,Restaurante,Lisboa,Só artigos alimentares,Todos os meses,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
177.0,Retalho não-alimentar,Lisboa,Só artigos não-alimentares,Todas as semanas,2.0,7.0,7.0,6.0,6.0,6.0,4.0,6.0,,3.0,,5.0,,,6.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,,2.0,,4.0,5.0,4.0,4.0,4.0
178.0,Retalho não-alimentar,Lisboa,Ambos,Todas as semanas,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,6.0,7.0,6.0,4.0,3.0,6.0,6.0,4.0,4.0,6.0,5.0,6.0,6.0
